User,Date Created,Tweets
AppleSupport,2023-03-01 22:02:14+00:00,"@ArtsMike Happy to help! To unsend a message that you send within Messages, you only have a 2 minute window to unsend the text. You can edit the text within 15 minutes of sending the message. You can see more details here: https://t.co/fllZ3T5jrW 

DM us with questions. https://t.co/GDrqU22YpT"
WhyteleafeEagle,2023-03-01 22:01:24+00:00,"Someone has left their Apple pro ear pods on the jubilee line tonight. Any idea how I can get them back to them? Please RT 
Thanks #apple @AppleSupport"
AppleSupport,2023-03-01 22:00:39+00:00,"@Rareyams If you use your AirPods with iPhone, the following page offers information on the audio level features available. Reviewing these options may help: https://t.co/545LqspgdX 

If you have questions, or need further assistance, DM us. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 21:56:23+00:00,@vkykumar320 We’re happy to help. Send us a DM and tell us a bit more about the situation. We will work together there towards a resolution. https://t.co/GDrqU22YpT
ArtsMike,2023-03-01 21:53:28+00:00,"@AppleSupport Just yesterday I sent a GIF to a  friend which was very wrong, but I was able to unsend it 👍🏻 relief 😮‍💨!"
vkykumar320,2023-03-01 21:45:11+00:00,2nd time my airpods pro stops working what to do  ? @AppleSupport @tim_cook
AppleSupport,2023-03-01 21:34:06+00:00,"@Paynie89 Thanks for reaching out. We’d like to help. Please DM us, and let us know the Mac model and macOS version you’re seeing this with, and we’ll go from there. https://t.co/GDrqU22YpT"
CoffeeCat086,2023-03-01 21:28:50+00:00,"@AppleSupport Lol i already did. I’ve fixed the dock, and all of it. Every option I can possibly think of. Lol turned AppleWatch off and then back on first as well"
AbdulSa41217987,2023-03-01 21:24:00+00:00,"@AppleSupport Apple wallet is thief, stolen my $3000 dont use apple wallet plz"
ProfGamecock,2023-03-01 21:23:54+00:00,"@AppleSupport Done!

I'll sit here and wait for the update to program. I'm sure they'll have it fixed within a matter of minutes, right?"
tuskerrider,2023-03-01 21:23:29+00:00,Now a days apple products are not providing quality products @Apple @AppleSupport my AirPods Pro feels crackling sounds. Not expecting this kind of poor quality products from @Apple
Paynie89,2023-03-01 21:21:43+00:00,@AppleSupport I’m having issues with my Mac ever since I’ve upgraded software it will keep turning off unless it is plugged in anything I can do to help it? #help
AppleSupport,2023-03-01 21:10:49+00:00,"@CoffeeCat086 You can check the different options to check the time on your Apple Watch here: https://t.co/8x9hZq9Pr0

While you may not be able to remove the compass, a new complication may change things: https://t.co/SQJM5Cn3v3

Meet in DM for more help. Thanks. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 21:08:39+00:00,"@frenchie_lee FaceTime is up and running, and should be available to you. Check the status here: https://t.co/waNYZdXpJm 

To help us get a better understanding, let us know in DM more about what’s happening, the device you’re using, and the OS version installed. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 21:06:34+00:00,"@iluispc_perez Hello there. You’ve come to the right place. We’re here for you and want to do all we can to help you with your iPhone. 
Feel free to DM us and let us know which iOS you’re running. You can go to Settings &gt; General &gt; About to locate the version. https://t.co/GDrqU22YpT"
iluispc_perez,2023-03-01 21:03:00+00:00,@AppleSupport    I have an issue. My iPhone 14 Pro Max is shutting down unexpectedly. Today is the third time that has happened.
AppleSupport,2023-03-01 21:00:54+00:00,"@Djhioupy Hello! We can look into your battery concerns with you. To start, we always recommend users go through our helpful tips here: https://t.co/KDbDA7HHjw 

Let us know in DM how long ago you updated, so we can work together on a solution. https://t.co/GDrqU22YpT"
CoffeeCat086,2023-03-01 21:00:50+00:00,"@AppleSupport how can I completely remove the compass from my dock? Every time I turn my watch, I want to look at the time, or rather hear the time, the compass pops up first, and I can’t seem to get it out of the way, so it doesn’t do that all the time."
AppleSupport,2023-03-01 21:00:39+00:00,"@PamR45341177 We certainly understand needing to regain access to the account, but there isn’t a way to speed up the process. Going to a store would not change the timeframe."
frenchie_lee,2023-03-01 20:58:09+00:00,Is everyone having issues with FaceTime? Just me? @AppleSupport  it’s been going on for days…
PamR45341177,2023-03-01 20:50:24+00:00,@AppleSupport thank you for your response regarding recovery. Can I visit a store in person to get it done sooner?
AppleSupport,2023-03-01 20:49:54+00:00,"@ZupiterMonk Thanks for tagging us, we want to help. Start here to see if the steps help with the slow performance: https://t.co/q0neNT0ZXV Also this article may help as well: https://t.co/R3E2XmivIo Meet us in DM for more questions and troubleshooting. Thanks. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 20:49:08+00:00,"@PamR45341177 Happy to assist with some information! It sounds like you are using account recovery. If that is the case, since it is an automated verification, we are unable to speed up the process.

DM us if you have additional questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 20:43:22+00:00,"@victorbrei We’re here to help if you are experiencing issues. To get started, send us a DM. Let us know which specific version of iOS 16 you have, and what’s going on with your device. We’ll meet you there: https://t.co/GDrqU22YpT"
PamR45341177,2023-03-01 20:37:00+00:00,@AppleSupport why does apple need 28 days to help me recover a password when they are sending verifications to the wrong number? How can I get this done quicker PLEASE. Thank you.
victorbrei,2023-03-01 20:32:16+00:00,@AppleSupport My bad. The internet was slow.
AppleSupport,2023-03-01 20:29:46+00:00,"@BernieKattner We appreciate you taking the time to help out your neighbor, we’re happy to lend a hand as well! 

Check out the this page which goes over feature that may provide a solution for him: https://t.co/uSPsFgQmcP 

DM us with questions, or for more help. https://t.co/GDrqU22YpT"
ZupiterMonk,2023-03-01 20:27:16+00:00,"@vladquant I don't know what's the problem with @AppleSupport macbook running slow, programs are crashing and @LinkedInHelp doesn't behave fine on Orion browser, it's just crashing slow not loading pages, pop up and many more things. As if likedIn is not a website but a browser hogger sh*t"
AppleSupport,2023-03-01 20:23:36+00:00,"@Danyell86 Hi there, we want to help. If we understand correctly, your right AirPod is not working properly? If yes, then the steps in this article should help resolve that: https://t.co/mVd37zPp6r If the issue continues, please DM us and we can continue there: https://t.co/GDrqU22YpT"
Mikeperezc,2023-03-01 20:20:32+00:00,@AppleSupport Is getting worse btw. Last night the battery went from 92% to 0% WHILE I WAS SLEEPING https://t.co/tiOYjdeKHL
BernieKattner,2023-03-01 20:19:49+00:00,"Hey @Apple @AppleSupport got an 70+ neighbor who got himself an iPhone SE from a friend, but the home button won’t work for him. You can hear it click, works for me, works for the neighborhood kids and family members, just not for him! What’s up?"
aimeegreen96,2023-03-01 20:18:50+00:00,Not the person from @AppleSupport suggesting DRIVING 7 HOURS TO HELP MY GRANDPARENTS VERIFY THEIR CELLPHONE NUMBER!!!! Like come on????
Mikeperezc,2023-03-01 20:18:49+00:00,@AppleSupport For some reason my account gets blocked when I try to dm you 😕. My case is already submitted No. 101930534512 but I haven’t had a follow up call.
EliteLooser,2023-03-01 20:18:39+00:00,"too many bugs to mention all. Picking out one that seems potentially bad. This has happened in Spotify a lot, a few times in Messages. Restart makes it go away.  Symptom: ""highlighted"" light blue key(s) @apple  @applesupport https://t.co/mz1ynTKpAA"
Robbie_Gibbs,2023-03-01 20:16:03+00:00,"@AppleSupport @reneritchie @markgurman Apple Music should refresh in the background. It should take 15-30 seconds each to load the listen now, brows, or radio tabs"
AppleSupport,2023-03-01 20:09:44+00:00,"@CoCo_ChanelC Thanks for contacting us. We want to help. To start, send us a DM and let us know which version of macOS is running on your Mac and we’ll work with you further from there. https://t.co/GDrqU22YpT"
CoCo_ChanelC,2023-03-01 20:04:46+00:00,@AppleSupport my MacBook Air screen will go out right in the middle of me working on something. Why does the screen continue to go black?! Can someone please help me before I snap this piece of shit in half!
AppleSupport,2023-03-01 19:56:58+00:00,"@Cocoa_Zee Hi there, we want to see how we can help. To confirm, did you have Do Not Disturb or a Focus status on? Please DM us your answer and we can use that information to look further into this with you. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 19:53:48+00:00,"@GamingPoliceDP We can help. Sharing your ETA allows you to share your live location and all stops along your route while navigating. Learn more here: https://t.co/OPph8kw8wH 

If that’s not what you needed, we encourage you to leave feedback: https://t.co/eTPVYVFyd8"
CodeNameMalcom,2023-03-01 19:52:04+00:00,Thank you @AppleSupport
AppleSupport,2023-03-01 19:50:18+00:00,"@AlexMarks182 We’re here to help, and would like to know more about the issue you have with your AirPods Pro. Please follow the link to DM us some details about what is happening, and we’ll get started there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 19:42:32+00:00,"@heygoldsand Hi there, we’d be happy to help explore issues you’re experiencing. Which device and OS version are you using? Please let us know via DM, including details on the issues you’re having with the storage/Bluetooth. We’ll help out further from there. https://t.co/GDrqU22YpT"
AlexMarks182,2023-03-01 19:39:44+00:00,Hey @AppleSupport I think my AirPod pros I’ve barely had for 6 months are dying out on me :( help
_CampingPro_,2023-03-01 19:36:15+00:00,"Does anyone know if you can create a trip in @Apple maps and then, share that trip with someone else? I can’t seem to do this and I am pretty good with this type of stuff usually. @AppleSupport"
AppleSupport,2023-03-01 19:31:56+00:00,"@NortonRVA We can certainly look into this with you and see how we can help out.

To learn more, what happens exactly when you take a screenshot? Do you end up with more than one screenshot?

Let us know in a DM to continue."
nwbInk,2023-03-01 19:29:51+00:00,@AppleSupport awwww okay 🥹😭
AppleSupport,2023-03-01 19:28:56+00:00,"@JolPhhoring Hey there, we’re here for you and want to see how we can help out.

Join us in a DM and we’ll discuss your options together. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-01 19:13:15+00:00,@CharlotteMedler We understand your concern. Please send us a DM so we can gather a few more details. https://t.co/GDrqU22YpT
Vinie__,2023-03-01 19:10:34+00:00,"@Apple @AppleSupport  why are y’all so picky with payment cards?
If you don’t want the money, just say so. You’re stressing me fr"
